eval_id,customer_text,human_intent,human_evidence_independent,evidence_sufficient,confidence,reason,human_label,judge_label,agreement
66,"@AmericanAir Record locator sent via DM. On the plane and we’ve pushed back; other options aren’t going to be much help. Why would two people on a single reservation, both with elite status and confirmed aisle seats be split? Not to mention one being moved to a middle aisle seat.",seat,False,False,5,The evidence only explains what a record locator is and does not address passengers being separated or seat assignments being changed.,False,False,True
71,@AmericanAir 60 minutes and counting waiting for bags off flight 1407 from ORD to MIA. Ticket in economy cost over 500. Where's my partial refund or other consideration for your incompetence,payment_fees_refund,True,False,5,"The evidence acknowledges baggage delays but provides no information about refunds, compensation, or consideration for the delayed bags.",True,False,False
72,"@AmericanAir Thank you for not resolving my problem, having 3 employees tell me different rules, lying to me &amp; cancelling my flight without my permission. While blaming me! Filing with BBB I see you've cancelled several peoples flights with no reason or notification POOR SERVICE!",cancellation_schedule,False,False,5,"The evidence does not address an allegedly unauthorized cancellation, conflicting rules, lack of notification, or the customer's requested resolution.",False,False,True
73,@AmericanAir you suck ass stranded in Miami without my bags for the night because of a delayed flight so I missed the connecting. And to top it off you are separating me and and my 8 month pregnat wife on the next flight in the morning.,rebooking_itinerary,False,False,5,"The evidence is generic and does not address the missing bags, missed connection, pregnancy-related seating separation, or specific rebooking options.",False,False,True
76,"@AmericanAir No confusion, there was lack of communication to all passengers. You should have canceled the flight the first time there was concern about fog. Fog doesn’t disappear overnight, it typically gets worse. I don’t understand why you thought it was appropriate to take that risk.",cancellation_schedule,True,False,4,The evidence concerns cancellation and rebooking complaints but does not address the fog-related safety decision or lack of communication to passengers.,True,False,False
77,@AmericanAir Nope. My flight landed at 850am. My luggage was on another flight. Will I get my luggage today? Very important 😭,baggage,True,False,5,"The evidence concerns missed connections, overweight fees, or filing a baggage claim, but does not indicate whether this customer's luggage will arrive today.",True,False,False
82,".@AmericanAir When will you have competitively-priced routes to Canada from #LAX? I love @135156, too, but I miss my #AAdvantage #Platinum perks. #row25 #sadface",loyalty,False,False,5,"The evidence is about flight departures, baggage delays, and boarding, not Canada routes, pricing, or AAdvantage Platinum benefits.",False,False,True
83,"I don't fly @AmericanAir often, but when I do, I remember why I don't. Today's experience so far:
Gate agent doesn't know baggage policy
System dropped my precheck number so I got body scanned
Told to carry my own checked bags to TSA
Wrong boarding zone for first flight",baggage,False,False,5,"The evidence contains only generic reactions to customer dissatisfaction and does not address the reported baggage, PreCheck, TSA, or boarding-zone problems.",False,False,True
85,@AmericanAir why doesn’t your group boarding process start with the back of the plane? Seems like that would make more sense.,checkin_boarding_gate,False,False,5,"The evidence discusses gate-checking bags and unrelated delays, not the rationale or policy for the order of group boarding.",False,False,True
92,@AmericanAir 2 hours late now. When did you know there wasn’t a pilot?,flight_delay_status,False,False,5,The evidence addresses general delays and an inbound aircraft but does not explain when the airline knew there was no pilot.,False,False,True
97,@AmericanAir I am chatting with one of your agent I think. Their finally destination is AUS but I think there is no way they can arrive here today as your website says your new plane leave SEA at 18:00 and ETA at DFW at 23:50. No way to come to AUS tonight....,booking,False,False,5,"The evidence does not address the customer's specific SEA-DFW-AUS itinerary, connection feasibility, or arrival options.",False,False,True
100,"With the inevitability of flight cancellations on @AmericanAir, is it better to suck up the expensive airfare and not travel 4 fear of being stuck across the country OR accept only involuntary refunds when we are stuck, not being able 2 afford airfare home on responsible carriers",payment_fees_refund,False,False,5,"The evidence mentions cancellations and crew disruptions but provides no information about involuntary refunds, rebooking, or responsibility for getting home.",False,False,True
101,@AmericanAir I had to end my trip way sooner than expected. :( Bought a new flight because it was way cheaper than changing my return. What do I need to do to cancel my return so someone can have that seat?,cancellation_schedule,True,False,4,The evidence only suggests contacting support for a review and does not explain how to cancel an unused return segment or whether any refund or credit applies.,True,False,False
106,"@AmericanAir #AmericanAirlines Yeah, keep fouling us with “hydraulic pump failure” and going back to the gate from runway the minute before take-off. If you don’t know how to fly it or maintain it, don’t do it!",flight_delay_status,True,False,4,"One example also involves a hydraulic pump failure, but it does not provide current flight status or a concrete response to this customer's maintenance and delay complaint.",True,False,False
108,@AmericanAir i am a lonely college student who was excited to go home today but my flight got cancelled less than an hour before boarding and now i’m SAD what do you have to say for yourselves,cancellation_schedule,False,False,5,"The evidence concerns low fares, staff conduct, and a generic delay response, not a cancellation shortly before boarding or available assistance.",False,False,True
109,Might have to reconsider my @AmericanAir preference. Late once again and sat on plane for over 45 minutes. Come on guys.,flight_delay_status,True,True,4,"The evidence supports apologizing for the delay and requesting flight details to obtain an update, which addresses the customer's immediate situation.",True,True,True
110,@AmericanAir Yes. We each checked in on our own phones.,general_complaint_or_other,False,False,5,The retrieved examples are generic confirmations and do not address checking in separately on phones or clarify the customer's underlying issue.,False,False,True
111,@AmericanAir I know. Thanks for confirming the shortcomings. There’s technology to allow both card and WiFi on these flights. Choose to invest in it.,onboard_services,True,False,5,The evidence mentions Wi-Fi generally but does not address the customer's specific point about card and Wi-Fi availability or the requested investment decision.,True,False,False
116,@AmericanAir I did but really service during this entire inconvenience has been really bad and no one can explain how it ended up in DAY when it was no where on my itinerary.,general_complaint_or_other,False,False,5,The evidence only supports a generic apology for poor service and provides no information about why the customer was routed to DAY.,False,False,True
117,@AmericanAir We  just got delayed us for another another hour and a half,flight_delay_status,True,True,5,"The examples directly address repeated delays and support apologizing, checking the flight status, and requesting the flight number.",True,True,True
118,@AmericanAir “At this time.” So probably a couple hours before I’m supposed to board I’ll get a cancellation and end up paying more for a ticket.,cancellation_schedule,False,False,5,The evidence does not establish whether the flight will be canceled or explain whether the customer would need to pay a higher fare.,False,False,True
120,@AmericanAir I have filed! I received a call but no one was on the other line! When I called back I had to leave a voicemail!! I demand reimbursement for the clothes and shoes I'll have to buy today!!,baggage,False,False,5,"The evidence does not address delayed baggage, reimbursement for necessary clothing and shoes, or the customer's failed callback.",False,False,True
121,"@AmericanAir Your “airport team” hasn’t done anything. This is chaos and disorganization at its worst. They KNEW the fuel engine was broken before boarding and put us on plane anyway. I expect a 250,000 miles for the major inconvenience. #dangerous",flight_delay_status,False,False,5,"The evidence only suggests moving the conversation to direct messages and does not address the mechanical safety concern or the demand for 250,000 miles.",False,False,True
123,@AmericanAir I tried to book a ticket but didn’t an email and my card wasn’t charged—safe to assume it wasn’t booked?,booking,False,False,5,The retrieved examples do not address how to confirm whether a booking succeeded when no email was received and no card charge appeared.,False,False,True
124,Hour and a half delay with more to come. We just don't know how much. Great job @AmericanAir. That's another reason why I fly @SouthwestAir every chance I get.,flight_delay_status,True,True,5,The evidence closely matches an uncertain hour-and-a-half delay and supports apologizing and requesting the flight number to check for more information.,True,True,True
125,I have a sneaking suspicion that I'm about to be rather sad I checked my bag...@AmericanAir 😜,baggage,True,False,5,The evidence concerns bag fees and gate-checking generally but does not address the customer's specific concern or provide enough information for a safe response.,True,False,False
126,"@AmericanAir Not from email response I received 2day fm UR customer relations dept. Offered a refund only for the price dif for the 1 ticket in which, 1 of us were kicked out of 1st class She stopped short of blaming it on me, when I asked if she was interested in keeping me as a customer",payment_fees_refund,True,False,5,"The evidence only shows generic customer-relations escalation and refund processing, without addressing the disputed first-class downgrade or the partial refund.",True,False,False
127,@AmericanAir Thanks. Took me an hour but I just kept my ear buds in and lived life - 2 transfers &amp; a lost call later a delightful woman cancelled my reservation &amp; I was able to rebook w/the upgrade!,rebooking_itinerary,True,True,4,The evidence directly supports acknowledging that a rebooking issue was resolved and that the customer can be congratulated on the successful outcome.,True,True,True
130,"@AmericanAir Yes. Last Tuesday night. See my DM for more details. The lost and found person kept telling me to contact @AmericanAir. Do you contract this service out? If so, you may want to consider a new vendor...",lost_found,False,False,5,The evidence only confirms receipt of a direct message or requests generic flight details; it does not address the lost-and-found issue or vendor responsibility.,False,False,True
134,"@AmericanAir can you explain how you decided delay a flight 4+ hours (were still here), not let any one know until 30 min before, then not make sure the fuel pumps are working? all while only providing 1 bag of chips and a bottle of water?",flight_delay_status,True,False,5,"The evidence acknowledges delays and refreshments generally but does not explain this flight's four-hour delay, notification failure, fuel-pump issue, or compensation.",True,False,False
136,@AmericanAir Why are your MIA Check-in Crew violating CFR 1540.5 by marking the outside of baggage that contain firearms. They are negating the TWIC screening process of airport personnel in a secure area and putting all travelers in danger by doing so. https://t.co/R7OGDBoPw9,baggage,False,False,5,"The retrieved evidence is unrelated to firearm-marked baggage, regulatory compliance, or the customer's safety allegation.",False,False,True
141,@AmericanAir Not when one of the workers in the airport tells me to just go to my gate and it would be fine. If I would have known it would be $50 at the gate I would’ve paid at the front!,payment_fees_refund,False,False,5,"The evidence does not address the $50 gate fee, the employee's advice, or whether a refund or adjustment is appropriate.",False,False,True
144,@AmericanAir 117. when will we land now? also do we get wifi on this flight?,flight_delay_status,True,False,4,"The evidence provides a departure estimate for another flight and redirects Wi-Fi issues, but does not establish this flight's landing time or Wi-Fi availability.",True,False,False
147,I can’t wait to be home!! Ready for my two segments to get closer to Gold Elite Status with @AmericanAir,loyalty,True,True,4,The evidence directly concerns flight segments and Gold status and supports a useful congratulatory response about progressing toward elite status.,True,True,True
152,"@AmericanAir Is there a way to view the fare rules for a ticketed reservation on https://t.co/DZ6EoAvL4b?  I'm considering a cancellation / change, but cannot figure out how to see the details on fees.  Thanks!",booking,False,False,5,"The evidence explains how to view account flight history, not how to access fare rules or cancellation and change fees for a ticketed reservation.",False,False,True
153,@AmericanAir It’s hard to know when you are on hold for 20 minutes and the rebooking line isn’t moving 🤷🏻‍♂️,rebooking_itinerary,True,True,4,The evidence directly addresses rebooking-line delays and supports offering rebooking help through a direct message with the record locator.,True,True,True
154,"@AmericanAir After check in moved my husband’s and I️ seats were moved apart, and than made him pay at the gate for a personal item. The desk attendants did nothing to help and were more concerned about getting their line down than helping us.",checkin_boarding_gate,False,False,5,"The evidence does not address seats being separated, the personal-item charge, or how the gate staff handled the complaint.",False,False,True
155,@AmericanAir Still laughing at the absurdity of this tbh. No idea when the bag will show up yet though. American's website for lost bags is about as reliable as package tracking.,baggage,False,False,5,"The retrieved examples concern flight delays and boarding, not delayed baggage or unreliable lost-bag tracking.",False,False,True
160,Missed @AmericanAir flight this morning. Now @140508 cancelled our Sat. return flight and wants to extort $200 more to rebook on that same flight we already paid them for.  Refusing to refund $. #badcustomerservice Thanks for ruining our family's Thanksgiving,cancellation_schedule,False,False,5,"The evidence provides only generic apologies and does not address rebooking charges, cancelled return flights, or refund eligibility.",False,False,True
161,"@AmericanAir Still waiting for an answer! I dont need to be told its not affected ""now"". Of course its not. Its December 1st. Nor do I need to be told how to check flight status. Im grown. This is going to be a PR nigthtmare &amp; U R not helping!",flight_delay_status,False,False,5,The evidence contains generic waiting responses but no flight-specific status or substantive answer to the customer's complaint.,False,False,True
163,"Buy an aisle seat on @AmericanAir in July for a flight in December. Get boarding pass for middle seat...  ""Thank you"" for the 7+ hour flight in the middle seat...",seat,True,True,3,"A retrieved example directly concerns an incorrect or unsuitable seat assignment and supports asking the crew to look for alternate seating, though it does not address the purchased aisle seat or compensation.",True,True,True
169,"@AmericanAir Hi @americanair, we have landed in SFO 3+ hours late (missing our afternoon plans) and without our luggage (which seems to have taken a different tour across the country). Anything you can do to make up for this?",flight_delay_status,False,False,5,The evidence does not address the combined delayed-flight and missing-baggage situation or the customer's request for compensation.,False,False,True
173,@AmericanAir why is flight AA4340 already delayed???,flight_delay_status,True,False,5,"Although similar examples explain delays, none provides information about the specific AA4340 delay, so its cause or departure time cannot be safely inferred.",True,False,False
178,"American Airlines delaying my flight because “due to the in-flight entertainment system being broken, we will switch aircraft”. 

Dear @AmericanAir, I do not care enough about your bland movies and ads to wish to land at 3AM. 

Best,
Adriana",flight_delay_status,False,False,5,"The evidence discusses entertainment feedback but does not address an aircraft swap, an in-flight entertainment failure, or the resulting delay.",False,False,True
179,@AmericanAir Okay. Thanks!,general_complaint_or_other,True,True,5,The evidence contains nearly identical acknowledgments and supports a simple 'You're welcome' response.,True,True,True
181,"@AmericanAir flight was late by an hour and a half, cause me to miss my connection, and offered no compensation, meanwhile customer service doesn't know how to work their keyboards to reschedule.  Will not be flying with them again any time soon.",rebooking_itinerary,True,False,5,"The evidence mentions missed connections and rebooking, but does not address this delay, the failed rescheduling assistance, or compensation.",True,False,False
183,"@AmericanAir I am on flight 2102 this AM and you guys are DROPPING. THE. BALL. If I miss my connection to LA, I will not be happy.",rebooking_itinerary,False,False,5,The evidence only contains general operational-delay responses and does not address the customer's potential missed connection or rebooking.,False,False,True
186,"Reached elite status with @AmericanAir and all I got in the mail was blank employee recognition cards.

I’ll be flying @SouthwestAir everywhere I go and enjoying my #AList status from now on. At least #SouthWest appreciates my business.",loyalty,False,False,4,The evidence provides a contact for general elite-status issues but does not address blank employee recognition cards or the specific loyalty complaint.,False,False,True
187,@AmericanAir I know the holiday season is busy but I booked my thanksgiving flight in July and you gave me absolutely no notice of the time and connection change. I paid for a direct flight and I would love that $ back for the holidays.,rebooking_itinerary,False,False,5,"The evidence is about holiday travel generally and does not address an unannounced schedule or connection change, direct-flight expectations, or a refund.",False,False,True
188,Thanks @AmericanAir for ruining my son’s Christmas present. 5 delays.  Missing our connection.,rebooking_itinerary,False,False,5,"All retrieved evidence concerns damaged or ruined baggage, not delays, a missed connection, or rebooking.",False,False,True
189,"@AmericanAir why is EVERYTHING so complicated with your service. I buy tickets, pay extra seat charges to sit with my family, then end up sitting on hold 45 mins and have to escalate to a supervisor to add a lap child. #ugh",booking,False,False,4,The evidence discusses paid family seating but does not address adding a lap child or the specific booking and escalation problem.,False,False,True
194,@AmericanAir When are all domestic flying aircraft going to have TV screens on seat backs? This century or next? Flew from Boston on 1506 Tuesday and was extremely disappointed in the old grossness of your cabin on this flight. Not a good experience.,onboard_services,False,False,5,The evidence acknowledges a flight without seatback screens but provides no information about when domestic aircraft will have them.,False,False,True
195,"@AmericanAir messed up our gate number this morning and sent us to the wrong end of DFW. 

My bf has a handicap disability and asked an American air employee to give him a ride to the gate and they drove passed and laughed. 

I know who not to fly again 🙄",accessibility,False,False,5,"The evidence does not address disability assistance, airport transportation, or the alleged staff conduct.",False,False,True
196,@AmericanAir I have a flight tonight and then another one tomorrow AM (different record locators). Will I not be able to check in for my flight tomorrow until I have completed my trip tonight?,checkin_boarding_gate,False,False,5,The evidence does not answer whether check-in is possible for a next-day flight under a separate record locator.,False,False,True
199,"@AmericanAir help me out. I’m being charged $360 to transfer miles to my wife’s account. It’s going to be cheaper for me to just buy a ticket. Long story short we need to combine our miles so her, my daughter and myself can fly together but we’re not paying that fee.",loyalty,False,False,5,"The evidence does not address transferring or combining miles, the $360 fee, or options for pooling miles for family travel.",False,False,True
200,"@AmericanAir I no longer have Platinum status, am I still able to use the '500-Mile Upgrades' I have previously earned and are showing in my account balance?",flight_delay_status,False,False,5,"The evidence discusses upgrades on award tickets and purchasing upgrades, but not whether previously earned upgrades remain usable after losing Platinum status.",False,False,True
202,"@AmericanAir is the worst airline I’ve used this year. When I tried to check my bag at the gate, they charged me $50 cuz they said I should’ve checked it sooner. I was able to gate check the previous flight. I will never fly AA again. And they were so rude!",payment_fees_refund,False,False,5,"The evidence contains only generic dissatisfaction responses and does not address the $50 gate-check fee, its cause, or a refund request.",False,False,True
203,Keeps getting better. Can’t get to our gate 🙄 stand still stuck on the plane. Clock is still ticking. Again thank you @AmericanAir,checkin_boarding_gate,True,True,4,The first example directly concerns being stuck on the tarmac waiting for a gate and supports an acknowledgment that the aircraft is being moved to a gate.,True,True,True
206,@AmericanAir flying 30 yr old airplane to Miami.  No overhead space or seat space.  Worst airline in Dallas.  @SouthwestAir please add more flights to South Florida.,seat,False,True,3,"The evidence directly addresses unavailable overhead space and supports requesting the record locator for internal review, though it does not address the aircraft age or seat-space complaint.",False,True,False
207,"@AmericanAir your website isn't working, getting lots of Access Denied message. Here's a reference number from the error: Reference #18.54cafea5.1512078851.572a2260",booking,True,True,5,The evidence directly matches an Access Denied website problem and provides a relevant troubleshooting step: clear the cache and try another browser.,True,True,True
209,"Onboard this @AmericanAir A319 which started in operation for America West, then US Airways. #avgeek https://t.co/x83TqyKNlO",general_complaint_or_other,True,True,5,The evidence directly concerns American West heritage aircraft and supports an appropriate acknowledgment of the customer's avgeek observation.,True,True,True
215,@177881 i just left flight 5060 from Charlotte to Mobile on @AmericanAir Seat C1. I left a black drawstring bag the size of  a hand with white gloves in it. These are of great importance to me. Any help in retrieving them is appreciated. 7032299834,lost_found,False,False,5,The evidence does not address a lost item or provide any lost-and-found retrieval guidance for the specified flight and bag.,False,False,True
217,@AmericanAir #disgusted #horribleservice was travelling for surgery get to airport flight delayed &amp; ticket cancelled without notice for no reason 2nd flight told to check carryon eventho meds and nebulizer in bag couldn't ask ppl that took 3+ carryons on before to check theres!,accessibility,False,False,5,"This involves a canceled flight, medical equipment, and a carry-on issue, but the evidence provides no adequate guidance for the medical or accessibility concerns.",False,False,True
218,"@AmericanAir Holy cow, super narrow seats! No IFE! When the person in front of me reclined, I was almost impaled by my laptop! Good thing no one in middle seat so I have a bit more breathing room.
I'm sure it's super efficient with fuel and all, but anything &gt;3 hrs will be horrendous!",seat,True,False,4,"The evidence addresses reclining seats and extra legroom but does not adequately address the narrow seats, missing IFE, or the laptop safety concern as a whole.",True,False,False
219,#DearSanta all I want for #Christmas is a @116462 WiFi connection on my beloved @AmericanAir flights faster than 9600baud dialup !,onboard_services,True,False,5,The evidence mentions WiFi pricing and internal review but does not address the customer's complaint about extremely slow WiFi speed or provide a useful resolution.,True,False,False
